answerID,edad,escuela,genero,grado,loID,problema,respuesta,respuestaJ,tiempo,tipo
-LZek8Vortr3yTP6WhdM,10,"Hartford International School",1,4,0,4+2=?,6,6,5.2594847679,1
-LZek8f4EATO8zivI6Gz,7,"Hartford International School",1,2,3,17+10=?,27,27,53.2254104614,1
-LZek8xwUAz7fW32cD1I,9,"Hartford International School",1,4,0,2+2=?,4,4,5.8748116493,1
-LZek93mm2he-qf9Z7Zm,6,"Hartford International School",1,1,4,42+35=?,77,77,5.7043266296,1
-LZek9lGytQchNHy6VOb,9,"Hartford International School",1,4,4,25+10=?,35,35,10.400929451,1
-LZekA8dxrp1TrUSlnUI,10,"Hartford International School",1,4,0,6+3=?,9,9,6.7082204819,1
-LZekASqoR6EyTZqBRQV,9,"Hartford International School",1,4,0,4+2=?,6,6,6.1395831108,1
-LZekAruoPpneX_2-jzQ,10,"Hartford International School",1,4,0,2+0=?,2,2,2.9604492188,1
-LZekB6-jxOc0dPBLoYy,6,"Hartford International School",1,1,4,37+23=?,60,72,8.3246479034,1
-LZekBCvrO_9YfeF3lnY,9,"Hartford International School",1,4,0,6+3=?,9,9,3.0781602859,1
-LZekBvI7812M3bCWVzx,10,"Hartford International School",1,4,0,2+8=?,10,10,4.3146915436,1
-LZekCBdHzPWgi0qv1qy,9,"Hartford International School",1,4,0,2+0=?,2,2,4.014998436,1
-LZekCXKcK7iy9vnEIOZ,10,"Hartford International School",1,4,1,5+5=?,10,10,2.4958133698,1
-LZekCzMkTGIIbfqpzzL,9,"Hartford International School",1,4,0,2+8=?,10,10,3.2454586029,1
-LZekD8jlFt5GLtUmRqB,10,"Hartford International School",1,4,1,1+10=?,11,11,2.5195903778,1
-LZekDBkXW-mDsdT2KhE,7,"Hartford International School",1,2,3,15+10=?,25,25,18.5387840271,1
-LZekDXOgwRSm_b8il7g,9,"Hartford International School",1,4,1,5+5=?,10,10,2.2417030334,1
-LZekDm8TcunCvrAFqKN,10,"Hartford International School",1,4,1,2+10=?,12,12,2.5904197693,1
-LZekE7IeVtK4fsTNuYJ,9,"Hartford International School",1,4,1,1+10=?,11,11,2.4257221222,1
-LZekEPz2oJAPiaSSA4j,10,"Hartford International School",1,4,1,7+10=?,17,17,2.6140232086,1
-LZekEzieFHPqnsXH_h5,9,"Hartford International School",1,4,1,2+10=?,12,12,3.5465564728,1
-LZekF4rqGGjeB-5S7Ez,10,"Hartford International School",1,4,1,10+2=?,12,12,2.7399520874,1
-LZekFMmVkVpVLUQpe0K,6,"Hartford International School",1,1,4,25+25=?,50,60,40.5271148682,1
-LZekFbgkyk3vMjG5Wwn,9,"Hartford International School",1,4,1,7+10=?,17,17,2.559551239,1
-LZekFjAxH-X6U8brAt2,10,"Hartford International School",1,4,2,10+8=?,18,18,2.6455039978,1
-LZekGBJsG9vK6I9PyFY,9,"Hartford International School",1,4,1,10+2=?,12,12,2.3420562744,1
-LZekGgRj9WqUnsqFEsw,10,"Hartford International School",1,4,2,10+7=?,17,17,3.9210014343,1
-LZekGjJdIighATTw-Ff,9,"Hartford International School",1,4,2,10+8=?,18,18,2.2416992188,1
-LZekHDwzku_-4rVuKYH,9,"Hartford International School",1,4,2,10+7=?,17,17,2.0242080688,1
-LZekHLkGDU_i96d_a0G,10,"Hartford International School",1,4,2,10+6=?,16,16,2.7084655762,1
-LZekHS772kZ1UDuqFQ4,6,"Hartford International School",1,1,4,62+38=?,100,80,3.6638126373,1
-LZekHeOLsbinZIPas1F,9,"Hartford International School",1,4,2,10+6=?,16,16,1.7565574646000002,1
-LZekK9aIHAPmDtV2pdA,10,"Hartford International School",1,4,2,12+8=?,20,20,11.5139808655,1
-LZekKovoBteu5V7t4R8,9,"Hartford International School",1,4,2,12+8=?,20,20,12.9649009705,1
-LZekMAU5E4DA9zFCj_7,9,"Hartford International School",1,4,2,11+4=?,15,15,5.5368003845,1
-LZekMTzPTHfZh1kx_gU,10,"Hartford International School",1,4,2,11+4=?,15,15,9.4848794937,1
-LZekNTcgy9sCEPrYM6n,6,"Hartford International School",1,1,4,42+35=?,77,62,33.2058601379,1
-LZekO9VbcdOyRBgJRN2,9,"Hartford International School",1,4,4,62+38=?,100,100,36.7032318115,1
-LZekONOk4HOLnghgeZr,9,"Hartford International School",1,4,3,7+13=?,20,20,9.0075073242,1
-LZekOpHA5Hz0TGIZLJV,10,"Hartford International School",1,4,3,7+13=?,20,20,9.6214256287,1
-LZekQF27Iuye-i6cYkR,9,"Hartford International School",1,4,3,3+12=?,15,15,7.6620388031,1
-LZekQnY4Ja6LVa95b4U,7,"Hartford International School",1,2,4,25+10=?,35,35,19.4893321991,1
-LZekQrofLAKqnoDEin3,6,"Hartford International School",1,1,4,37+23=?,60,48,13.8955249786,1
-LZekR2MuCS8Q0bRPkQt,9,"Hartford International School",1,4,3,0+20=?,20,20,3.2789516449000002,1
-LZekRI3kKtaDc1nlL8z,10,"Hartford International School",1,4,3,3+12=?,15,15,10.0938262939,1
-LZekRs9DUEJos81TE2-,10,"Hartford International School",1,4,3,0+20=?,20,20,2.3777961731,1
-LZekRyMIxF_1-x5r5MA,9,"Hartford International School",1,4,3,17+10=?,27,27,3.7808380127000003,1
-LZekSpHeXCO7m7G2agW,9,"Hartford International School",1,4,3,15+10=?,25,25,3.5127887726,1
-LZekU8aQJ4LR3tglIRe,10,"Hartford International School",1,4,3,17+10=?,27,27,9.3065223694,1
-LZekV8mQmnpaa_5bd1Y,9,"Hartford International School",1,4,4,25+10=?,35,35,4.5335273743,1
-LZekWLr-W9Ritr40h-b,9,"Hartford International School",1,4,0,2+2=?,4,4,2.911390543,1
-LZekWQENXP3Sgk7JzTM,10,"Hartford International School",1,4,3,15+10=?,25,25,9.3064727783,1
-LZekWso5unSOiH4hzZT,9,"Hartford International School",1,4,0,4+2=?,6,6,2.1725943089,1
-LZekX_3sWiZSEY582Je,9,"Hartford International School",1,4,4,25+25=?,50,50,72.3549041748,1
-LZekXfCtGq8iHhrCmTg,9,"Hartford International School",1,4,0,6+3=?,9,9,3.2255959511,1
-LZekY0DvZ6pcBnP3Eks,9,"Hartford International School",1,4,4,25+25=?,50,50,3.6134147644,1
-LZekYB7I2BaqI3vUxxV,9,"Hartford International School",1,4,0,2+0=?,2,2,2.1052246094,1
-LZekYcqOI1A0edrUmiQ,9,"Hartford International School",1,4,0,2+8=?,10,10,1.8386163712,1
-LZekZ17egIan3ITtgQ3,9,"Hartford International School",1,4,1,5+5=?,10,10,1.6209125519,1
-LZekZTMcYkEnV1t360t,9,"Hartford International School",1,4,1,1+10=?,11,11,1.8051700592,1
-LZekZv2GRjcx32UeSfT,9,"Hartford International School",1,4,1,2+10=?,12,12,1.8380126953,1
-LZekZxWnc3XGebB2fO9,9,"Hartford International School",1,4,0,2+2=?,4,4,4.9045109749,1
-LZek_M0Row8vxAEF424,9,"Hartford International School",1,4,1,7+10=?,17,17,1.7881755829000001,1
-LZek_oG_aW4wAy7s026,9,"Hartford International School",1,4,1,10+2=?,12,12,1.8718681335,1
-LZek_rWAHLHUby7av-a,9,"Hartford International School",1,4,0,4+2=?,6,6,3.7139115334,1
-LZekaIMnWeS4cJ2w18B,9,"Hartford International School",1,4,2,10+8=?,18,18,1.9891281128,1
-LZekarOr9SGCLLwY_Nr,9,"Hartford International School",1,4,2,10+7=?,17,17,2.3058376312,1
-LZekbMEHiIAvpmW_7Az,9,"Hartford International School",1,4,2,10+6=?,16,16,2.0390110016,1
-LZekbXzDqvWrzUaGRev,9,"Hartford International School",1,4,0,6+3=?,9,9,6.875494957,1
-LZekbmCxTxs0LSnAw6R,10,"Hartford International School",1,4,4,25+10=?,35,35,10.0780916214,1
-LZekc61iZhUMWynb8N_,9,"Hartford International School",1,4,0,2+0=?,2,2,2.3086414337,1
-LZekcmN-0gjGJ5RwN8J,9,"Hartford International School",1,4,2,12+8=?,20,20,5.8326091766,1
-LZekcmfbjyEWOfReZ-v,9,"Hartford International School",1,4,0,2+8=?,10,10,2.7937965393,1
-LZekd3c1T269qFG5dJZ,9,"Hartford International School",1,4,4,42+35=?,77,77,24.7855587006,1
-LZekdHIlIUHbbASexpb,9,"Hartford International School",1,4,1,5+5=?,10,10,2.0242481232,1
-LZekdmzagLk74z0u99G,9,"Hartford International School",1,4,1,1+10=?,11,11,2.090959549,1
-LZekePBNa1bZPPsGVBq,9,"Hartford International School",1,4,1,2+10=?,12,12,2.5093650818,1
-LZekedjyXbkONrc6ltl,9,"Hartford International School",1,4,2,11+4=?,15,15,7.6376838684,1
-LZekenaKUyJiNujYSmf,10,"Hartford International School",1,4,4,25+25=?,50,50,5.5271911621,1
-LZekf3HuMJpxSOB4Q_c,9,"Hartford International School",1,4,1,7+10=?,17,17,2.6934223175,1
-LZekfVgSHnesuBQDaSd,9,"Hartford International School",1,4,4,37+23=?,60,60,9.9871425629,1
-LZekf_ChI_dg2gImIs6,9,"Hartford International School",1,4,1,10+2=?,12,12,2.1079387665000002,1
-LZekgKwomsHJnuyN-Ed,6,"Hartford International School",1,1,4,62+38=?,100,80,12.2478942871,1
-LZekgPn1X1UW2mwrIFp,9,"Hartford International School",1,4,3,7+13=?,20,20,7.2363815308,1
-LZekhP1HmTAwlpNooiV,9,"Hartford International School",1,4,2,10+8=?,18,18,7.4780387878,1
-LZekhVj2B_nyj2RWjNo,9,"Hartford International School",1,4,3,3+12=?,15,15,4.4787292480000005,1
-LZekhxrXyzJGL7TvaSf,9,"Hartford International School",1,4,2,10+7=?,17,17,2.2919425964,1
-LZeki5upWJ-lNMU0G_W,9,"Hartford International School",1,4,3,0+20=?,20,20,2.4401321411,1
-LZekie2LOl0uueNOSNe,9,"Hartford International School",1,4,2,10+6=?,16,16,2.8267593384,1
-LZekjSJZcAjF9z73D0f,9,"Hartford International School",1,4,3,17+10=?,27,27,5.5146861076,1
-LZekkHb94vWS6Hjplvo,9,"Hartford International School",1,4,3,15+10=?,25,25,3.4092845917,1
-LZekl-bondsmG7s89uv,9,"Hartford International School",1,4,2,12+8=?,20,20,9.6357803345,1
-LZekm6gWoDr-ZWDR6NW,9,"Hartford International School",1,4,2,11+4=?,15,15,4.5503997803,1
-LZekmSHPLk5FFh05MF_,9,"Hartford International School",1,4,4,25+10=?,35,35,3.5260019302,1
-LZekn1dxs3NL1Gi5VI-,10,"Hartford International School",1,4,4,42+35=?,77,77,33.7301597595,1
-LZeknpk5VmGuo9bch9w,9,"Hartford International School",1,4,3,7+13=?,20,20,7.0331654549,1
-LZekp00q4EtZ3kaE7rU,9,"Hartford International School",1,4,3,3+12=?,15,15,4.8178215027,1
-LZekpav8AiBrx6gKDNc,9,"Hartford International School",1,4,3,0+20=?,20,20,2.4256410599000002,1
-LZekplXBOr2XDffFHjM,9,"Hartford International School",1,4,4,62+38=?,100,100,7.3374867438999996,1
-LZekqluyHWFOnxBxzeq,9,"Hartford International School",1,4,0,2+2=?,4,4,5.0120158195,1
-LZekrAoy3MZfReFiqEH,9,"Hartford International School",1,4,3,17+10=?,27,27,6.4575271606,1
-LZekrn4-q-D1d5_z1Dc,9,"Hartford International School",1,4,0,4+2=?,6,6,4.1715779305,1
-LZeks-Iw78Wflk8QheH,10,"Hartford International School",1,4,4,37+23=?,60,60,20.3332576752,1
-LZeks8-qb-8s-tdIB0P,9,"Hartford International School",1,4,3,15+10=?,25,25,3.9146537781,1
-LZekt62KSp9e9WGJ1-Y,9,"Hartford International School",1,4,0,6+3=?,9,9,5.3730697632,1
-LZektePbxuUxeDzrlEZ,7,"Hartford International School",1,2,4,25+25=?,50,40,101.911819458,1
-LZektgWcOp-bJz5A9iA,9,"Hartford International School",1,4,4,25+25=?,50,50,22.0438041687,1
-LZektwDw1Gq9GwK9kgY,9,"Hartford International School",1,4,0,2+0=?,2,2,3.4040641785,1
-LZekuLfJG7MO7CHy8aa,9,"Hartford International School",1,4,4,25+10=?,35,35,4.0485153198,1
-LZekv4V1igM3STQNdoR,9,"Hartford International School",1,4,0,2+8=?,10,10,4.6888904572,1
-LZekvZVSXUYENrMs5VR,9,"Hartford International School",1,4,1,5+5=?,10,10,1.9856967926,1
-LZekw8noM1u7-14Sh66,9,"Hartford International School",1,4,1,1+10=?,11,11,2.3861541748,1
-LZekww7p8plaGdxTavH,9,"Hartford International School",1,4,1,2+10=?,12,12,3.220489502,1
-LZekxb7E8ehizrXAA8M,9,"Hartford International School",1,4,1,7+10=?,17,17,2.7532463074,1
-LZekyIyH98nIJCU2iIu,9,"Hartford International School",1,4,4,42+35=?,77,77,113.5814437866,1
-LZekyMMt0kaG5CzILEE,9,"Hartford International School",1,4,1,10+2=?,12,12,3.0869636536,1
-LZekyk5C1O_LgcZNUgM,10,"Hartford International School",1,4,0,2+2=?,4,4,5.1052560806,1
-LZekz2Qr6pmUOMKRR6g,9,"Hartford International School",1,4,2,10+8=?,18,18,2.8199920654,1
-LZekz8Y4Ku1_naA22oD,9,"Hartford International School",1,4,4,25+25=?,50,50,10.7567062378,1
-LZekzWa6rbMFPkKpHtX,7,"Hartford International School",1,2,4,42+35=?,77,62,24.0116004944,1
-LZekzkpj9aPSUeqh7CT,9,"Hartford International School",1,4,2,10+7=?,17,17,2.9034118652,1
-LZel-dcyVJHVicRyTCS,9,"Hartford International School",1,4,2,10+6=?,16,16,3.6376075745,1
-LZel-yFViFcVn2FXtFz,10,"Hartford International School",1,4,0,4+2=?,6,6,9.1006193161,1
-LZel0kHiku3bOWnb3HF,9,"Hartford International School",1,4,2,12+8=?,20,20,4.5219841003,1
-LZel15NcL7H8g35x1Vc,9,"Hartford International School",1,4,4,42+35=?,77,77,34.4126281738,1
-LZel1_kqroEi3zNXanq,9,"Hartford International School",1,4,2,11+4=?,15,15,3.4206771851,1
-LZel38lH8Sz5N4Nj6IR,7,"Hartford International School",1,2,4,37+23=?,60,60,18.9519252777,1
-LZel3AZpozp28z3SI8i,9,"Hartford International School",1,4,4,42+35=?,77,77,20.6039905548,1
-LZel3JaNBCh3zW491IW,10,"Hartford International School",1,4,0,6+3=?,9,9,13.717710495,1
-LZel3tJeKgv3CL4INBP,9,"Hartford International School",1,4,3,7+13=?,20,20,9.4341754913,1
-LZel4SoTZp2pJm1zeUc,10,"Hartford International School",1,4,0,2+0=?,2,2,4.6839389801,1
-LZel5020POCfenboJpI,9,"Hartford International School",1,4,4,37+23=?,60,48,16.0435333252,1
-LZel5Gy0Kgniok4twc5,9,"Hartford International School",1,4,3,3+12=?,15,15,5.6733999252,1
-LZel5hJcTPy1rZYIul6,9,"Hartford International School",1,4,4,37+23=?,60,60,34.3831176758,1
-LZel61ymgxmdg5_CxmA,9,"Hartford International School",1,4,3,0+20=?,20,20,3.1370706558,1
-LZel6GgTfucqmhXgLgR,9,"Hartford International School",1,4,4,37+23=?,60,60,12.6802158356,1
-LZel7UHZdQSyB2tJzxn,9,"Hartford International School",1,4,3,17+10=?,27,27,5.9065551758,1
-LZel8VhOIYhf-K-qHBm,9,"Hartford International School",1,4,3,15+10=?,25,25,4.1883201599,1
-LZelA8S__HT8sj_jb5I,10,"Hartford International School",1,4,0,2+8=?,10,10,23.2700881958,1
-LZelAzCFr4GfYSfaTF-,10,"Hartford International School",1,4,1,5+5=?,10,10,3.446346283,1
-LZelBuwvsPLUBexlN7_,9,"Hartford International School",1,4,4,25+10=?,35,35,5.5398712158,1
-LZelC43RgjRnef5oQJx,10,"Hartford International School",1,4,1,1+10=?,11,11,4.4565572739,1
-LZelCBKVSGODs6-pknU,7,"Hartford International School",1,2,4,62+38=?,100,80,4.0213851929,1
-LZelDNM3fk8R8L0OMqo,9,"Hartford International School",1,4,4,62+38=?,100,100,13.5566921234,1
-LZelDNQkstaxJWzdLAR,10,"Hartford International School",1,4,1,2+10=?,12,12,5.3364553452,1
-LZelERx_tU6aA698DMe,10,"Hartford International School",1,4,1,7+10=?,17,17,4.3830099106,1
-LZelFBUcIXrDcBCm-D4,10,"Hartford International School",1,4,1,10+2=?,12,12,3.0446872711,1
-LZelFX3xTJxnie6ifkx,9,"Hartford International School",1,4,4,62+38=?,100,100,19.145160675,1
-LZelFtCr4hhAyh4-jXV,10,"Hartford International School",1,4,2,10+8=?,18,18,2.8605823517,1
-LZelGuohnvvTKKSphV-,10,"Hartford International School",1,4,2,10+7=?,17,17,4.1989765167,1
-LZelGwwgOeBhbLg134c,9,"Hartford International School",1,4,4,25+25=?,50,50,12.2812080383,1
-LZelH11iTDOLaZxoOn-,10,"Hartford International School",1,4,4,62+38=?,100,100,45.5284919739,1
-LZelHcJQ7FSaSZug1-N,10,"Hartford International School",1,4,2,10+6=?,16,16,2.910861969,1
-LZelKNPinaekQjY3GB3,10,"Hartford International School",1,4,2,12+8=?,20,20,11.2753601074,1
-LZelLsgJ29Q01rTENTF,10,"Hartford International School",1,4,2,11+4=?,15,15,6.1560707092,1
-LZelMvNNm55_EeiyCO_,9,"Hartford International School",1,4,4,62+38=?,100,100,50.9664154053,1
-LZelOhFUifR9sF8pjnb,9,"Hartford International School",1,4,0,2+2=?,4,4,2.554148674,1
-LZelPL9ZSI3aLafdETN,9,"Hartford International School",1,4,0,4+2=?,6,6,2.618311882,1
-LZelPePA7rmQyam5AdE,10,"Hartford International School",1,4,3,7+13=?,20,20,15.4745903015,1
-LZelPwxfG6fkeCyR_3T,9,"Hartford International School",1,4,0,6+3=?,9,9,2.4845609665,1
-LZelQYHwtRhftQhitz_,9,"Hartford International School",1,4,0,2+0=?,2,2,2.4513578415,1
-LZelQgV_NQZdhzYSEjO,9,"Hartford International School",0,4,0,2+2=?,4,4,4.327270031,1
-LZelRXT5iF2M5Thp5jd,9,"Hartford International School",0,4,0,4+2=?,6,6,3.4540762901,1
-LZelUDMzG936Gn9Hv6r,10,"Hartford International School",1,4,3,3+12=?,15,18,18.6793193817,1
-LZelUcTIn-O7CrbO3dW,9,"Hartford International School",0,4,0,2+2=?,4,4,3.5630340576,1
-LZelV6x1grkb7LxowcC,10,"Hartford International School",1,4,3,0+20=?,20,20,3.6803722382,1
-LZelVzh9HlCRBJiYEah,9,"Hartford International School",0,4,0,4+2=?,6,6,5.5814943314,1
-LZelW2gujJ0ETsAwpUr,9,"Hartford International School",1,4,4,42+35=?,77,92,61.868473053,1
-LZelW_wwzBFVRqj7ZXM,9,"Hartford International School",1,4,0,2+8=?,10,10,24.7469825745,1
-LZelWt3tncqihwRrcCY,9,"Hartford International School",0,4,0,6+3=?,9,9,21.9259643555,1
-LZelXHDnihz3XSGNssx,9,"Hartford International School",1,4,1,5+5=?,10,10,2.8349075317,1
-LZelXOVMYSSrlCZpQJd,9,"Hartford International School",0,4,0,2+2=?,4,4,5.583861351,1
-LZelXUsNLgotFgU1enC,9,"Hartford International School",1,4,0,2+2=?,4,4,4.2019209862,1
-LZelXk4f-Vy182bTRWo,9,"Hartford International School",0,4,0,2+0=?,2,2,3.5209503174,1
-LZelXoNOC9w2Dd7DqdX,9,"Hartford International School",1,4,1,1+10=?,11,11,2.1845703125,1
-LZelXtpjsBWaKh0vFDx,10,"Hartford International School",1,4,3,17+10=?,27,27,11.3755340576,1
-LZelXx21ehD89Cqy_4K,9,"Hartford International School",0,4,0,6+3=?,9,9,8.0221776962,1
-LZelYLGn0P9qkyqmFmX,9,"Hartford International School",1,4,1,2+10=?,12,12,2.1678466797000002,1
-LZelYngYX-twcSp5jrv,9,"Hartford International School",1,4,1,7+10=?,17,17,1.8843421936,1
-LZelYov5X77hPQD4m-7,9,"Hartford International School",0,4,0,2+8=?,10,10,4.4053764343,1
-LZelZ5QEJ-BZuwSEfHU,9,"Hartford International School",0,4,0,2+0=?,2,2,4.6964893341,1
-LZelZCUcuNtEh_nETqO,9,"Hartford International School",1,4,1,10+2=?,12,12,1.6509666443,1
-LZelZKFNclNicxYPNMj,9,"Hartford International School",0,4,1,5+5=?,10,10,2.0686988831,1
-LZelZKg3H0oMa5YeUv3,9,"Hartford International School",0,4,0,4+2=?,6,6,7.9679670334,1
-LZelZir7w5sqFjz8LtR,9,"Hartford International School",1,4,2,10+8=?,18,18,2.1347541809,1
-LZelZsgt3fyaOQ-mEpR,9,"Hartford International School",0,4,1,1+10=?,11,11,2.2693138123,1
-LZel_1tF4F43HRjmSbS,10,"Hartford International School",1,4,3,15+10=?,25,25,8.783039093,1
-LZel_8g3BU4_g6oon7q,9,"Hartford International School",1,4,2,10+7=?,17,17,1.7179374695,1
-LZel_8rlqsXfBrg7N-X,9,"Hartford International School",0,4,0,6+3=?,9,8,3.3383827209,1
-LZel_OAWwaz6VtNzEhi,9,"Hartford International School",1,4,0,4+2=?,6,6,11.8609848022,1
-LZel_VsKPDJKZCM44oC,9,"Hartford International School",1,4,2,10+6=?,16,16,1.484210968,1
-LZel_Wp2l0sBuon49uD,9,"Hartford International School",0,4,0,2+8=?,10,10,5.8325634003,1
-LZela4cLr4R6Qv2pIbi,9,"Hartford International School",0,4,1,2+10=?,12,12,4.9223937988,1
-LZela8_B8OVtvclxeu7,9,"Hartford International School",0,4,0,2+0=?,2,2,4.078458786,1
-LZelaURhQYAd-72AVEZ,9,"Hartford International School",0,4,1,5+5=?,10,10,3.9436569214,1
-LZelacoqQCrAw61cptD,9,"Hartford International School",0,4,1,7+10=?,17,17,2.2526359558,1
-LZelb8YowsDsoPbT7hZ,9,"Hartford International School",0,4,0,2+8=?,10,10,4.0942325592,1
-LZelbAHVg033pjmejhB,9,"Hartford International School",0,4,1,1+10=?,11,11,2.8076667786,1
-LZelbB1e1IwAPO7pgz5,9,"Hartford International School",0,4,1,10+2=?,12,12,2.2526283264,1
-LZelbI-ze0NGWgk5Fdr,9,"Hartford International School",1,4,0,6+3=?,9,9,7.7955303192,1
-LZelbiSiAcs7p5f1rjs,9,"Hartford International School",0,4,1,5+5=?,10,10,2.3620281219,1
-LZelbpMiIlMmdXu90Z7,10,"Hartford International School",1,4,4,25+10=?,35,42,4.7846832275,1
-LZelbqGOTG7ly5Hu4mP,9,"Hartford International School",0,4,2,10+8=?,18,18,2.7031898499,1
-LZelbrNTb1ovNcw5qLh,9,"Hartford International School",1,4,4,37+23=?,60,60,27.8794002533,1
-LZelbrSkWVaHb3CYFXa,9,"Hartford International School",0,4,1,2+10=?,12,12,2.8243141174,1
-LZelbxamn_JaX3l7xh8,9,"Hartford International School",1,4,0,2+0=?,2,2,2.7268543243,1
-LZelcEfiRfKT_ZLdD-k,9,"Hartford International School",0,4,1,1+10=?,11,11,2.1258659363,1
-LZelcM5FHyKK-f45bFM,9,"Hartford International School",0,4,2,10+7=?,17,17,2.1024780273,1
-LZelcdaYMpeaoicxtNu,9,"Hartford International School",0,4,1,7+10=?,17,17,3.2094726562,1
-LZeld0rNRyra1kD-0Y5,9,"Hartford International School",0,4,2,10+6=?,16,16,2.7365455627,1
-LZeld2OYHEhcMe7WQep,9,"Hartford International School",1,4,0,2+8=?,10,10,4.4668483734,1
-LZeldRgqFkhhotkdwFt,9,"Hartford International School",0,4,1,2+10=?,12,12,4.9288291931,1
-LZeldv35j3TwmFHrpS8,9,"Hartford International School",0,4,1,10+2=?,12,12,5.213558197,1
-LZeleKzLljclRNrmdIo,9,"Hartford International School",1,4,1,5+5=?,10,10,5.2859649658,1
-LZeleST_xAbUmJSoixM,9,"Hartford International School",1,4,2,12+8=?,20,20,20.2415599823,1
-LZeleWC3UXtAh_qhzoO,9,"Hartford International School",0,4,2,10+8=?,18,18,2.4405555725,1
-LZelehOGWI-CnTANwI7,9,"Hartford International School",0,4,1,7+10=?,17,17,5.1650238037,1
-LZelf3hNN-Wxxj-pm_c,9,"Hartford International School",0,4,2,10+7=?,17,17,2.2723464966,1
-LZelfHbTslHhVMCHHIr,9,"Hartford International School",1,4,2,11+4=?,15,15,3.4019823074,1
-LZelfSfHbgT-w8NxGbI,9,"Hartford International School",0,4,1,10+2=?,12,12,3.0864448547,1
-LZelfijFvVJreOyQoJP,9,"Hartford International School",0,4,2,10+6=?,16,16,2.6901168823,1
-LZelg6Se1XMySscggWv,9,"Hartford International School",1,4,1,1+10=?,11,11,7.2601852417,1
-LZelg8rf50Y1FLrsSiL,9,"Hartford International School",0,4,2,10+8=?,18,18,2.8344802855999998,1
-LZelgb2JPqVyBVq_UXS,9,"Hartford International School",0,4,2,12+8=?,20,20,14.6578989029,1
-LZelgpgWSv1jH5nAPwx,9,"Hartford International School",0,4,2,10+7=?,17,17,2.8029098511,1
-LZelhK33wgfRitaxe78,9,"Hartford International School",1,4,1,2+10=?,12,12,4.9687232971,1
-LZelhNsWveYqeJQv0Cw,9,"Hartford International School",0,4,2,10+6=?,16,16,2.2518234253,1
-LZeljnhEQ6I9QVmB1qL,9,"Hartford International School",0,4,2,11+4=?,15,15,13.0988616943,1
-LZeljqT_RJP1Ty9B9YZ,9,"Hartford International School",0,4,2,12+8=?,20,20,16.8799514771,1
-LZelkBYmPd8gmZwsIP8,9,"Hartford International School",1,4,1,7+10=?,17,17,11.7341127396,1
-LZelkLlvNWlPAyoI-Td,9,"Hartford International School",1,4,3,7+13=?,20,20,20.7453613281,1
-LZelkOFKngXYVFyGn22,9,"Hartford International School",0,4,2,12+8=?,20,20,12.3086690903,1
-LZell2y7becbNCgSTjr,9,"Hartford International School",1,4,1,10+2=?,12,12,3.5465669632,1
-LZellubNe5DN1Yuj64R,9,"Hartford International School",0,4,2,11+4=?,15,15,8.4730606079,1
-LZelmYJ3S5yuAQaGUDA,9,"Hartford International School",0,4,2,11+4=?,15,15,8.834069252,1
-LZelmZzyY1o8wP9KsX3,9,"Hartford International School",1,4,3,3+12=?,15,15,9.1047325134,1
-LZelmiub_iCmwUbZ0qU,9,"Hartford International School",0,4,3,7+13=?,20,20,11.9809188843,1
-LZelmzrdOw6vS67iIPf,9,"Hartford International School",1,4,3,0+20=?,20,20,1.7179222107,1
-LZeln4M6UT2Nsg8z5bS,9,"Hartford International School",1,4,2,10+8=?,18,18,8.2808628082,1
-LZelnecqHJUmwI9SitN,9,"Hartford International School",0,4,3,7+13=?,20,20,7.1693515778,1
-LZeloAjqA0hZr05c1BI,9,"Hartford International School",0,4,3,3+12=?,15,15,5.9403495789,1
-LZeloCdeeR7wqF4Mc5M,9,"Hartford International School",0,4,3,7+13=?,20,20,6.8027114868,1
-LZelonetnf5OPXMhlyq,9,"Hartford International School",1,4,2,10+7=?,17,17,7.059753418,1
-LZelozD9kWvc4tFkTfh,9,"Hartford International School",0,4,3,3+12=?,15,15,5.4149837494,1
-LZelp92YJttYIfNlwTK,9,"Hartford International School",0,4,3,0+20=?,20,20,3.9880638123,1
-LZelpV3lJ0IwaeAHFwQ,9,"Hartford International School",0,4,3,3+12=?,15,15,5.27526474,1
-LZelpnhz23QNp1RVNBi,9,"Hartford International School",0,4,3,0+20=?,20,20,3.3591117859,1
-LZelq4i1qS2pHSmokQF,9,"Hartford International School",0,4,3,0+20=?,20,20,2.4092617035,1
-LZelqVqrnDdQKzJprf8,9,"Hartford International School",0,4,3,17+10=?,27,27,5.5578727722,1
-LZelqqMKYlteWgZxANa,9,"Hartford International School",1,4,3,17+10=?,27,27,15.7577733994,1
-LZelqyXVIZEvIpZ1F8s,9,"Hartford International School",0,4,3,17+10=?,27,27,3.637588501,1
-LZelrBUPaaxkD2bDRbp,9,"Hartford International School",0,4,3,17+10=?,27,27,5.6824035645,1
-LZelrGP2dsQwQbeXygq,9,"Hartford International School",1,4,3,15+10=?,25,25,1.7341816425,1
-LZelrHLRHjGuS354Qgd,9,"Hartford International School",1,4,2,10+6=?,16,16,10.1542167664,1
-LZelrQXAm4Gxhf6drkN,9,"Hartford International School",0,4,3,15+10=?,25,25,3.753993988,1
-LZels3fC18psHVwEfoT,9,"Hartford International School",0,4,3,15+10=?,25,25,3.5929870605,1
-LZeltNYYqzu4BBvvaMP,9,"Hartford International School",0,4,3,15+10=?,25,25,9.8576316833,1
