answerID,answerChangedCount,edad,escuela,genero,grado,loID,problema,respuesta,respuestaJ,tiempo,tipo,userID
-LcCAjH9z7NWz0YezkHC,1,9,Colegio la Ensenanza,1,5,4,61+39=?,100,100,5.955490112,1,-LcC9ugDAkclZB5AjqbU
-LcCAjdIg58bkHAsBKkn,1,10,Colegio la Ensenanza,1,5,1,7+10=?,17,17,2.143234253,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAk1e1ejbSFuWf_wh,1,11,Colegio la Ensenanza,1,5,2,8+21=?,29,24,6.03885746,1,-LcCAERVMB1uRl7-ozVN
-LcCAk5_8hwC4DtyQPSj,1,10,Colegio la Ensenanza,1,5,1,0+10=?,10,10,1.873077393,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAkha6a6nf5bWbJbL,1,10,Colegio la Ensenanza,1,5,2,2+12=?,14,14,2.497560501,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAksafHTIHI5yVnOr,1,11,Colegio la Ensenanza,1,5,2,3+30=?,33,33,3.45344162,1,-LcCAERVMB1uRl7-ozVN
-LcCAm3aOwxWSs54FpJC,1,10,Colegio la Ensenanza,1,5,2,6+11=?,17,17,5.568031311,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAmK7g1DE9cR68kFP,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,80,18.90068436,1,-LcCA293tWM7qSGphFKa
-LcCAn81sQfYc7PAZ-lm,1,11,Colegio la Ensenanza,1,5,3,13+10=?,23,23,9.242887497,1,-LcCAERVMB1uRl7-ozVN
-LcCAo2S-OJwMHkRkn5a,1,11,Colegio la Ensenanza,1,5,3,22+10=?,32,26,3.737184525,1,-LcCAERVMB1uRl7-ozVN
-LcCAo2wyFt1RHZf8zGk,1,10,Colegio la Ensenanza,1,5,2,7+17=?,24,24,8.149810791,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAooy8S_Zii1MS_DT,1,10,Colegio la Ensenanza,1,5,2,8+21=?,29,29,3.138343811,1,-LcCAdMGQWQ_sqo-QFtH
-LcCApE4OwJGwKuJxIW4,1,10,Colegio la Ensenanza,1,5,2,3+30=?,33,33,1.67017746,1,-LcCAdMGQWQ_sqo-QFtH
-LcCApv6rRStOwxcPB55,1,10,Colegio la Ensenanza,1,5,3,13+10=?,23,23,2.817588806,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAqCqJO6dI6H-qElj,1,11,Colegio la Ensenanza,1,5,3,17+10=?,27,27,8.858997345,1,-LcCAERVMB1uRl7-ozVN
-LcCAr1HHirbXgLDD62q,1,10,Colegio la Ensenanza,1,5,3,22+10=?,32,32,4.556106567,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAs5GMOG2wnX_i_1e,1,11,Colegio la Ensenanza,1,5,3,33+10=?,43,43,7.707885742,1,-LcCAERVMB1uRl7-ozVN
-LcCAsLd-uTCJhnz64vN,1,10,Colegio la Ensenanza,1,5,3,17+10=?,27,27,5.397461414,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAt-PiUEKqeiWhK4F,1,11,Colegio la Ensenanza,1,5,3,40+10=?,50,50,3.72051239,1,-LcCAERVMB1uRl7-ozVN
-LcCAt1hiV-Rv8TLM8YZ,1,10,Colegio la Ensenanza,1,5,3,33+10=?,43,43,2.818384409,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAt_Fg1iLfFL6BL9M,1,10,Colegio la Ensenanza,1,5,3,40+10=?,50,50,2.210858345,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAupCO0Y3ne1bmCX-,1,11,Colegio la Ensenanza,1,5,4,17+25=?,42,34,7.473789215,1,-LcCAERVMB1uRl7-ozVN
-LcCAvW-uMKeDlbTxJIV,1,11,Colegio la Ensenanza,1,5,4,25+25=?,50,50,2.802768707,1,-LcCAERVMB1uRl7-ozVN
-LcCAwgMI4IteSIhb7hL,2,11,Colegio la Ensenanza,1,5,4,42+35=?,77,62,4.81209898,1,-LcCAERVMB1uRl7-ozVN
-LcCAxuEnSfdURGKc41x,1,10,Colegio la Ensenanza,1,5,4,17+25=?,42,42,17.72764015,1,-LcCAdMGQWQ_sqo-QFtH
-LcCAy4B8CmI32ebd5_f,1,11,Colegio la Ensenanza,1,5,4,46+37=?,83,67,5.691563606,1,-LcCAERVMB1uRl7-ozVN
-LcCAz2CsDYHoldasWQM,1,10,Colegio la Ensenanza,1,5,4,25+25=?,50,50,4.670127869,1,-LcCAdMGQWQ_sqo-QFtH
-LcCB-n91Jq0mg7l1r6L,1,10,Colegio la Ensenanza,1,5,4,42+35=?,77,77,7.165302277,1,-LcCAdMGQWQ_sqo-QFtH
-LcCB-qluMtLeguQGAgv,1,11,Colegio la Ensenanza,1,5,4,61+39=?,100,100,11.36177063,1,-LcCAERVMB1uRl7-ozVN
-LcCB2gsx-0XpH0m3rfB,1,10,Colegio la Ensenanza,1,5,4,46+37=?,83,83,11.88579178,1,-LcCAdMGQWQ_sqo-QFtH
-LcCB46lS4oyJG46QjxB,1,10,Colegio la Ensenanza,1,5,4,61+39=?,100,100,5.817176819,1,-LcCAdMGQWQ_sqo-QFtH
